Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,ETF
6857,ADVANTEST CORP,Information Technology,Equity,"1,297,426.69",0.55,"1,297,426.69","7,600.00",170.71,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
ABBN,ABB LTD,Industrials,Equity,"1,240,972.62",0.52,"1,240,972.62","13,013.00",95.36,Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
UNP,UNION PACIFIC CORP,Industrials,Equity,"1,222,316.46",0.52,"1,222,316.46","4,847.00",252.18,United States,NYSE,USD,1,AQLT
ETN,EATON PLC,Industrials,Equity,"1,149,347.40",0.48,"1,149,347.40","2,820.00",407.57,United States,NYSE,USD,1,AQLT
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"1,142,037.54",0.48,"1,142,037.54","4,971.00",229.74,United States,NASDAQ,USD,1,AQLT
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,"1,117,793.25",0.47,"1,117,793.25","14,425.00",77.49,United States,NYSE,USD,1,AQLT
GSK,GLAXOSMITHKLINE,Health Care,Equity,"1,116,880.36",0.47,"1,116,880.36","38,522.00",28.99,United Kingdom,London Stock Exchange,USD,0.74,AQLT
ADBE,ADOBE INC,Information Technology,Equity,"1,096,458.30",0.46,"1,096,458.30","4,410.00",248.63,United States,NASDAQ,USD,1,AQLT
8035,TOKYO ELECTRON LTD,Information Technology,Equity,"1,059,245.96",0.45,"1,059,245.96","3,800.00",278.75,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
ULVR,UNILEVER PLC,Consumer Staples,Equity,"1,059,108.84",0.45,"1,059,108.84","18,346.00",57.73,United Kingdom,London Stock Exchange,USD,0.74,AQLT
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,"1,022,894.64",0.43,"1,022,894.64","5,244.00",195.06,United States,NYSE,USD,1,AQLT
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"968,797.20",0.41,"968,797.20","2,030.00",477.24,United States,NYSE,USD,1,AQLT
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"910,746.16",0.38,"910,746.16",914,996.44,United States,NYSE,USD,1,AQLT
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"887,143.60",0.37,"887,143.60","2,020.00",439.18,United States,NASDAQ,USD,1,AQLT
PGR,PROGRESSIVE CORP,Financials,Equity,"883,182.52",0.37,"883,182.52","4,334.00",203.78,United States,NYSE,USD,1,AQLT
2308,DELTA ELECTRONICS INC,Information Technology,Equity,"844,887.00",0.36,"844,887.00","14,000.00",60.35,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
ZURN,ZURICH INSURANCE GROUP AG,Financials,Equity,"810,746.63",0.34,"810,746.63","1,117.00",725.83,Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
INTU,INTUIT INC,Information Technology,Equity,"806,016.53",0.34,"806,016.53","1,991.00",404.83,United States,NASDAQ,USD,1,AQLT
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"805,654.08",0.34,"805,654.08","1,386.00",581.28,United States,NYSE,USD,1,AQLT
RIO,RIO TINTO PLC,Materials,Equity,"762,519.71",0.32,"762,519.71","7,625.00",100,United Kingdom,London Stock Exchange,USD,0.74,AQLT
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"755,724.26",0.32,"755,724.26","3,734.00",202.39,United States,NASDAQ,USD,1,AQLT
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"754,334.62",0.32,"754,334.62","2,951.00",255.62,United States,NYSE,USD,1,AQLT
OR,LOREAL SA,Consumer Staples,Equity,"729,984.44",0.31,"729,984.44","1,767.00",413.12,France,Nyse Euronext - Euronext Paris,USD,0.85,AQLT
2454,MEDIATEK INC,Information Technology,Equity,"724,188.86",0.31,"724,188.86","12,000.00",60.35,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
8766,TOKIO MARINE HOLDINGS INC,Financials,Equity,"714,132.73",0.3,"714,132.73","15,800.00",45.2,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"711,140.22",0.3,"711,140.22",477,"1,490.86",United States,NASDAQ,USD,1,AQLT
CMI,CUMMINS INC,Industrials,Equity,"672,896.77",0.28,"672,896.77","1,057.00",636.61,United States,NYSE,USD,1,AQLT
9983,FAST RETAILING LTD,Consumer Discretionary,Equity,"658,351.44",0.28,"658,351.44","1,400.00",470.25,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"654,199.00",0.28,"654,199.00","2,054.00",318.5,United States,NASDAQ,USD,1,AQLT
ITX,INDUSTRIA DE DISENO TEXTIL SA,Consumer Discretionary,Equity,"633,736.97",0.27,"633,736.97","9,911.00",63.94,Spain,Bolsa De Madrid,USD,0.85,AQLT
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Equity,"633,627.83",0.27,"633,627.83",949,667.68,Germany,Xetra,USD,0.85,AQLT
CTAS,CINTAS CORP,Industrials,Equity,"615,944.43",0.26,"615,944.43","3,447.00",178.69,United States,NASDAQ,USD,1,AQLT
MCO,MOODYS CORP,Financials,Equity,"600,642.46",0.25,"600,642.46","1,306.00",459.91,United States,NYSE,USD,1,AQLT
ITW,ILLINOIS TOOL INC,Industrials,Equity,"593,351.68",0.25,"593,351.68","2,176.00",272.68,United States,NYSE,USD,1,AQLT
SHW,SHERWIN WILLIAMS,Materials,Equity,"579,865.98",0.24,"579,865.98","1,686.00",343.93,United States,NYSE,USD,1,AQLT
MRSH,MARSH INC,Financials,Equity,"579,638.80",0.24,"579,638.80","3,320.00",174.59,United States,NYSE,USD,1,AQLT
REL,RELX PLC,Industrials,Equity,"577,331.52",0.24,"577,331.52","15,777.00",36.59,United Kingdom,London Stock Exchange,USD,0.74,AQLT
PDD,PDD HOLDINGS ADS INC,Consumer Discretionary,Equity,"574,350.40",0.24,"574,350.40","5,512.00",104.2,China,NASDAQ,USD,1,AQLT
6098,RECRUIT HOLDINGS LTD,Industrials,Equity,"566,789.51",0.24,"566,789.51","11,800.00",48.03,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"549,389.43",0.23,"549,389.43",327,"1,680.09",United States,NYSE,USD,1,AQLT
FTNT,FORTINET INC,Information Technology,Equity,"548,959.60",0.23,"548,959.60","6,646.00",82.6,United States,NASDAQ,USD,1,AQLT
RMS,HERMES INTERNATIONAL,Consumer Discretionary,Equity,"521,072.51",0.22,"521,072.51",261,"1,996.45",France,Nyse Euronext - Euronext Paris,USD,0.85,AQLT
GWW,WW GRAINGER INC,Industrials,Equity,"515,253.30",0.22,"515,253.30",443,"1,163.10",United States,NYSE,USD,1,AQLT
7741,HOYA CORP,Health Care,Equity,"504,214.31",0.21,"504,214.31","2,700.00",186.75,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"500,329.44",0.21,"500,329.44","4,077.00",122.72,United States,NYSE,USD,1,AQLT
ATCO A,ATLAS COPCO CLASS A,Industrials,Equity,"495,434.59",0.21,"495,434.59","23,981.00",20.66,Sweden,Nasdaq Omx Nordic,USD,9.15,AQLT
ADSK,AUTODESK INC,Information Technology,Equity,"485,959.11",0.2,"485,959.11","1,981.00",245.31,United States,NASDAQ,USD,1,AQLT
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"483,073.65",0.2,"483,073.65","6,255.00",77.23,United States,NASDAQ,USD,1,AQLT
FAST,FASTENAL,Industrials,Equity,"478,061.08",0.2,"478,061.08","10,493.00",45.56,United States,NASDAQ,USD,1,AQLT
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"476,943.08",0.2,"476,943.08",818,583.06,United States,NASDAQ,USD,1,AQLT
388,HONG KONG EXCHANGES AND CLEARING L,Financials,Equity,"467,784.01",0.2,"467,784.01","8,900.00",52.56,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,AQLT
WES,WESFARMERS LTD,Consumer Discretionary,Equity,"456,569.95",0.19,"456,569.95","8,542.00",53.45,Australia,Asx - All Markets,USD,1.4,AQLT
RACE,FERRARI NV,Consumer Discretionary,Equity,"449,467.42",0.19,"449,467.42","1,224.00",367.21,Italy,Borsa Italiana,USD,0.85,AQLT
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"446,907.59",0.19,"446,907.59","12,473.00",35.83,United States,NYSE,USD,1,AQLT
TER,TERADYNE INC,Information Technology,Equity,"421,736.04",0.18,"421,736.04","1,124.00",375.21,United States,NASDAQ,USD,1,AQLT
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"411,462.04",0.17,"411,462.04","1,562.00",263.42,United States,NYSE,USD,1,AQLT
INFY,INFOSYS LTD,Information Technology,Equity,"403,496.31",0.17,"403,496.31","28,623.00",14.1,India,National Stock Exchange Of India,USD,93.11,AQLT
CLS,CELESTICA INC,Information Technology,Equity,"396,739.10",0.17,"396,739.10",990,400.75,Canada,Toronto Stock Exchange,USD,1.37,AQLT
5803,FUJIKURA LTD,Industrials,Equity,"383,123.88",0.16,"383,123.88","11,000.00",34.83,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
USD,USD CASH,Cash and/or Derivatives,Cash,"381,036.96",0.16,"381,036.96","381,037.00",100,United States,--,USD,1,AQLT
CPG,COMPASS GROUP PLC,Consumer Discretionary,Equity,"375,216.64",0.16,"375,216.64","13,184.00",28.46,United Kingdom,London Stock Exchange,USD,1,AQLT
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"374,403.80",0.16,"374,403.80",820,456.59,United States,NYSE,USD,1,AQLT
GFI,GOLD FIELDS LTD,Materials,Equity,"372,236.67",0.16,"372,236.67","7,612.00",48.9,South Africa,Johannesburg Stock Exchange,USD,16.39,AQLT
9999,NETEASE INC,Communication,Equity,"370,836.61",0.16,"370,836.61","15,800.00",23.47,China,Hong Kong Exchanges And Clearing Ltd,USD,7.83,AQLT
6146,DISCO CORP,Information Technology,Equity,"367,633.63",0.15,"367,633.63",800,459.54,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"366,866.64",0.15,"366,866.64","7,893.00",46.48,United States,NYSE,USD,1,AQLT
2383,ELITE MATERIAL LTD,Information Technology,Equity,"366,858.83",0.15,"366,858.83","3,000.00",122.29,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
EME,EMCOR GROUP INC,Industrials,Equity,"364,026.18",0.15,"364,026.18",438,831.11,United States,NYSE,USD,1,AQLT
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,Equity,"359,723.54",0.15,"359,723.54","5,222.00",68.89,United Kingdom,London Stock Exchange,USD,0.74,AQLT
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"349,006.06",0.15,"349,006.06","1,118.00",312.17,United States,NYSE,USD,1,AQLT
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"347,802.66",0.15,"347,802.66","1,557.00",223.38,United States,NASDAQ,USD,1,AQLT
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"338,709.72",0.14,"338,709.72","6,582.00",51.46,United States,NASDAQ,USD,1,AQLT
2222,SAUDI ARABIAN OIL,Energy,Equity,"335,386.17",0.14,"335,386.17","46,250.00",7.25,Saudi Arabia,Saudi Stock Exchange,USD,3.75,AQLT
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"329,913.44",0.14,"329,913.44","4,051.00",81.44,United States,NYSE,USD,1,AQLT
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"328,247.04",0.14,"328,247.04","1,227.00",267.52,United States,NYSE,USD,1,AQLT
HOLN,HOLCIM LTD AG,Materials,Equity,"327,836.24",0.14,"327,836.24","3,528.00",92.92,Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"321,031.20",0.14,"321,031.20",776,413.7,United States,NYSE,USD,1,AQLT
2345,ACCTON TECHNOLOGY CORP,Information Technology,Equity,"318,420.76",0.13,"318,420.76","5,000.00",63.68,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
3017,ASIA VITAL COMPONENTS LTD,Information Technology,Equity,"316,356.19",0.13,"316,356.19","4,000.00",79.09,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
RIO,RIO TINTO LTD,Materials,Equity,"306,408.12",0.13,"306,408.12","2,480.00",123.55,Australia,Asx - All Markets,USD,1.4,AQLT
4568,DAIICHI SANKYO LTD,Health Care,Equity,"298,592.08",0.13,"298,592.08","15,800.00",18.9,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
ASM,ASM INTERNATIONAL NV,Information Technology,Equity,"282,964.49",0.12,"282,964.49",307,921.71,Netherlands,Euronext Amsterdam,USD,0.85,AQLT
PAYX,PAYCHEX INC,Industrials,Equity,"281,317.98",0.12,"281,317.98","3,022.00",93.09,United States,NASDAQ,USD,1,AQLT
EXPN,EXPERIAN PLC,Industrials,Equity,"280,059.54",0.12,"280,059.54","7,273.00",38.51,United Kingdom,London Stock Exchange,USD,0.74,AQLT
III,3I GROUP PLC,Financials,Equity,"278,555.72",0.12,"278,555.72","7,262.00",38.36,United Kingdom,London Stock Exchange,USD,0.74,AQLT
TCS,TATA CONSULTANCY SERVICES LTD,Information Technology,Equity,"276,791.88",0.12,"276,791.88","9,991.00",27.7,India,National Stock Exchange Of India,USD,93.11,AQLT
PGHN,PARTNERS GROUP HOLDING AG,Financials,Equity,"271,606.52",0.11,"271,606.52",225,"1,207.14",Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
JBL,JABIL INC,Information Technology,Equity,"271,159.88",0.11,"271,159.88",821,330.28,United States,NYSE,USD,1,AQLT
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,"267,417.56",0.11,"267,417.56","4,800.00",55.71,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,"262,574.02",0.11,"262,574.02","10,945.00",23.99,Netherlands,Euronext Amsterdam,USD,0.85,AQLT
RMD,RESMED INC,Health Care,Equity,"259,382.58",0.11,"259,382.58","1,147.00",226.14,United States,NYSE,USD,1,AQLT
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"259,152.72",0.11,"259,152.72",596,434.82,United States,NYSE,USD,1,AQLT
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"248,080.56",0.1,"248,080.56","1,228.00",202.02,United States,NYSE,USD,1,AQLT
KNEBV,KONE,Industrials,Equity,"247,458.82",0.1,"247,458.82","3,637.00",68.04,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,AQLT
2382,QUANTA COMPUTER INC,Information Technology,Equity,"240,348.12",0.1,"240,348.12","23,000.00",10.45,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,"240,006.00",0.1,"240,006.00","13,203.00",18.18,Sweden,Nasdaq Omx Nordic,USD,9.15,AQLT
6920,LASERTEC CORP,Information Technology,Equity,"238,798.07",0.1,"238,798.07",900,265.33,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,"235,861.29",0.1,"235,861.29","9,300.00",25.36,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"235,146.24",0.1,"235,146.24","1,944.00",120.96,United States,NYSE,USD,1,AQLT
GIVN,GIVAUDAN SA,Materials,Equity,"234,379.09",0.1,"234,379.09",63,"3,720.30",Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"230,040.48",0.1,"230,040.48",402,572.24,United States,NASDAQ,USD,1,AQLT
GEBN,GEBERIT AG,Industrials,Equity,"229,056.63",0.1,"229,056.63",328,698.34,Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"225,560.40",0.1,"225,560.40",741,304.4,United States,Cboe BZX,USD,1,AQLT
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"224,822.80",0.09,"224,822.80","3,032.00",74.15,United States,NASDAQ,USD,1,AQLT
DELTA.R,DELTA ELECTRONICS (THAILAND) NON-V,Information Technology,Equity,"222,942.18",0.09,"222,942.18","23,300.00",9.57,Thailand,Stock Exchange Of Thailand,USD,32.09,AQLT
CPRT,COPART INC,Industrials,Equity,"219,912.64",0.09,"219,912.64","6,514.00",33.76,United States,NASDAQ,USD,1,AQLT
ADYEN,ADYEN NV,Financials,Equity,"218,270.45",0.09,"218,270.45",191,"1,142.78",Netherlands,Euronext Amsterdam,USD,0.85,AQLT
HSY,HERSHEY FOODS,Consumer Staples,Equity,"216,147.05",0.09,"216,147.05","1,129.00",191.45,United States,NYSE,USD,1,AQLT
HUBB,HUBBELL INC,Industrials,Equity,"215,760.85",0.09,"215,760.85",395,546.23,United States,NYSE,USD,1,AQLT
IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,"213,440.51",0.09,"213,440.51","5,641.00",37.84,United Kingdom,London Stock Exchange,USD,0.74,AQLT
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"204,281.40",0.09,"204,281.40","3,390.00",60.26,United States,NASDAQ,USD,1,AQLT
2899,ZIJIN MINING GROUP LTD H,Materials,Equity,"199,084.41",0.08,"199,084.41","42,000.00",4.74,China,Hong Kong Exchanges And Clearing Ltd,USD,7.83,AQLT
2360,CHROMA ATE INC,Information Technology,Equity,"195,340.42",0.08,"195,340.42","3,000.00",65.11,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
NXT,NEXT PLC,Consumer Discretionary,Equity,"193,037.92",0.08,"193,037.92","1,057.00",182.63,United Kingdom,London Stock Exchange,USD,0.74,AQLT
CPI,CAPITEC LTD,Financials,Equity,"192,915.57",0.08,"192,915.57",724,266.46,South Africa,Johannesburg Stock Exchange,USD,16.39,AQLT
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,"191,065.91",0.08,"191,065.91","3,902.00",48.97,Canada,Toronto Stock Exchange,USD,1.37,AQLT
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"189,922.32",0.08,"189,922.32","1,272.00",149.31,United States,NYSE,USD,1,AQLT
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"185,513.40",0.08,"185,513.40","4,140.00",44.81,United States,NASDAQ,USD,1,AQLT
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"185,367.00",0.08,"185,367.00","1,455.00",127.4,United States,NYSE,USD,1,AQLT
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"181,780.48",0.08,"181,780.48",317,573.44,United States,NASDAQ,USD,1,AQLT
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"181,485.00",0.08,"181,485.00","1,850.00",98.1,United States,NASDAQ,USD,1,AQLT
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"180,655.23",0.08,"180,655.23","1,083.00",166.81,United States,NASDAQ,USD,1,AQLT
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,Equity,"180,368.81",0.08,"180,368.81",675,267.21,Netherlands,Euronext Amsterdam,USD,0.85,AQLT
NVR,NVR INC,Consumer Discretionary,Equity,"177,424.25",0.07,"177,424.25",25,"7,096.97",United States,NYSE,USD,1,AQLT
FMG,FORTESCUE LTD,Materials,Equity,"175,332.84",0.07,"175,332.84","11,564.00",15.16,Australia,Asx - All Markets,USD,1.4,AQLT
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"174,074.04",0.07,"174,074.04","1,031.00",168.84,United States,NYSE,USD,1,AQLT
VLTO,VERALTO CORP,Industrials,Equity,"173,266.51",0.07,"173,266.51","1,919.00",90.29,United States,NYSE,USD,1,AQLT
VACN,VAT GROUP AG,Industrials,Equity,"170,331.06",0.07,"170,331.06",229,743.8,Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,"169,831.45",0.07,"169,831.45","1,759.00",96.55,United States,NYSE,USD,1,AQLT
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,"168,366.96",0.07,"168,366.96","1,516.00",111.06,United States,NYSE,USD,1,AQLT
WAT,WATERS CORP,Health Care,Equity,"168,140.61",0.07,"168,140.61",501,335.61,United States,NYSE,USD,1,AQLT
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"165,922.90",0.07,"165,922.90",902,183.95,United States,NASDAQ,USD,1,AQLT
BBCA,BANK CENTRAL ASIA,Financials,Equity,"163,854.83",0.07,"163,854.83","434,500.00",0.38,Indonesia,Indonesia Stock Exchange,USD,"17,170.00",AQLT
EMAAR,EMAAR PROPERTIES,Real Estate,Equity,"163,195.12",0.07,"163,195.12","47,426.00",3.44,United Arab Emirates,Dubai Financial Market,USD,3.67,AQLT
HLMA,HALMA PLC,Information Technology,Equity,"162,726.05",0.07,"162,726.05","2,686.00",60.58,United Kingdom,London Stock Exchange,USD,0.74,AQLT
BXB,BRAMBLES LTD,Industrials,Equity,"162,583.04",0.07,"162,583.04","10,018.00",16.23,Australia,Asx - All Markets,USD,1.4,AQLT
WRT1V,WARTSILA,Industrials,Equity,"161,222.84",0.07,"161,222.84","3,738.00",43.13,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,AQLT
BALL,BALL CORP,Materials,Equity,"160,267.09",0.07,"160,267.09","2,503.00",64.03,United States,NYSE,USD,1,AQLT
3653,JENTECH PRECISION INDUSTRIAL LTD,Information Technology,Equity,"159,448.60",0.07,"159,448.60","1,000.00",159.45,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
7010,SAUDI TELECOM,Communication,Equity,"159,309.24",0.07,"159,309.24","13,916.00",11.45,Saudi Arabia,Saudi Stock Exchange,USD,3.75,AQLT
KOG,KONGSBERG GRUPPEN,Industrials,Equity,"156,811.95",0.07,"156,811.95","3,955.00",39.65,Norway,Oslo Bors Asa,USD,9.33,AQLT
BEL,BHARAT ELECTRONICS LTD,Industrials,Equity,"154,460.13",0.07,"154,460.13","31,433.00",4.91,India,National Stock Exchange Of India,USD,93.11,AQLT
MTX,MTU AERO ENGINES HOLDING AG,Industrials,Equity,"154,342.73",0.07,"154,342.73",396,389.75,Germany,Xetra,USD,0.85,AQLT
SNA,SNAP ON INC,Industrials,Equity,"153,196.56",0.06,"153,196.56",396,386.86,United States,NYSE,USD,1,AQLT
GMAB,GENMAB,Health Care,Equity,"152,658.11",0.06,"152,658.11",546,279.59,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,AQLT
HINDUNILVR,HINDUSTAN UNILEVER LTD,Consumer Staples,Equity,"150,024.86",0.06,"150,024.86","6,260.00",23.97,India,National Stock Exchange Of India,USD,93.11,AQLT
669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,"150,037.35",0.06,"150,037.35","10,500.00",14.29,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,AQLT
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"145,740.64",0.06,"145,740.64",764,190.76,Peru,NYSE,USD,1,AQLT
B3SA3,B3 BRASIL BOLSA BALCAO SA,Financials,Equity,"145,443.24",0.06,"145,443.24","37,663.00",3.86,Brazil,XBSP,USD,4.98,AQLT
7936,ASICS CORP,Consumer Discretionary,Equity,"145,169.93",0.06,"145,169.93","5,000.00",29.03,Japan,Tokyo Stock Exchange,USD,158.75,AQLT
600519,KWEICHOW MOUTAI LTD A,Consumer Staples,Equity,"144,867.99",0.06,"144,867.99",700,206.95,China,Shanghai Stock Exchange,USD,6.82,AQLT
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,"144,506.88",0.06,"144,506.88",896,161.28,United States,NYSE,USD,1,AQLT
WKL,WOLTERS KLUWER NV,Industrials,Equity,"144,024.07",0.06,"144,024.07","1,765.00",81.6,Netherlands,Euronext Amsterdam,USD,0.85,AQLT
1024,KUAISHOU TECHNOLOGY,Communication,Equity,"142,180.93",0.06,"142,180.93","23,700.00",6,China,Hong Kong Exchanges And Clearing Ltd,USD,7.83,AQLT
ROL,ROLLINS INC,Industrials,Equity,"141,257.70",0.06,"141,257.70","2,573.00",54.9,United States,NYSE,USD,1,AQLT
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,"140,846.75",0.06,"140,846.75","4,020.00",35.04,Australia,Asx - All Markets,USD,1.4,AQLT
HNR1,HANNOVER RUECK,Financials,Equity,"140,187.26",0.06,"140,187.26",429,326.78,Germany,Xetra,USD,0.85,AQLT
3529,EMEMORY TECHNOLOGY INC,Information Technology,Equity,"139,279.31",0.06,"139,279.31","1,000.00",139.28,Taiwan,Gretai Securities Market,USD,31.48,AQLT
WEGE3,WEG SA,Industrials,Equity,"138,160.00",0.06,"138,160.00","14,206.00",9.73,Brazil,XBSP,USD,4.98,AQLT
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,"137,805.06",0.06,"137,805.06","1,380.00",99.86,Switzerland,SIX Swiss Exchange,USD,0.78,AQLT
CDW,CDW CORP,Information Technology,Equity,"137,260.55",0.06,"137,260.55","1,003.00",136.85,United States,NASDAQ,USD,1,AQLT
FFIV,F5 INC,Information Technology,Equity,"135,962.00",0.06,"135,962.00",433,314,United States,NASDAQ,USD,1,AQLT
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"135,777.14",0.06,"135,777.14",877,154.82,United States,NYSE,USD,1,AQLT
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"135,701.50",0.06,"135,701.50",275,493.46,United States,NYSE,USD,1,AQLT
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"135,386.00",0.06,"135,386.00",487,278,United States,NYSE,USD,1,AQLT
9633,NONGFU SPRING LTD H,Consumer Staples,Equity,"133,083.05",0.06,"133,083.05","21,400.00",6.22,China,Hong Kong Exchanges And Clearing Ltd,USD,7.83,AQLT
CSL,CARLISLE COMPANIES INC,Industrials,Equity,"132,186.60",0.06,"132,186.60",364,363.15,United States,NYSE,USD,1,AQLT
EPI A,EPIROC CLASS A,Industrials,Equity,"132,038.19",0.06,"132,038.19","4,801.00",27.5,Sweden,Nasdaq Omx Nordic,USD,9.15,AQLT
ALFA,ALFA LAVAL,Industrials,Equity,"129,679.65",0.05,"129,679.65","2,099.00",61.78,Sweden,Nasdaq Omx Nordic,USD,9.15,AQLT
MARUTI,MARUTI SUZUKI INDIA LTD,Consumer Discretionary,Equity,"127,692.84",0.05,"127,692.84",884,144.45,India,National Stock Exchange Of India,USD,93.11,AQLT
WALMEX*,WALMART DE MEXICO V,Consumer Staples,Equity,"126,715.19",0.05,"126,715.19","39,500.00",3.21,Mexico,Bolsa Mexicana De Valores,USD,17.34,AQLT
6669,WIWYNN CORPORATION CORP,Information Technology,Equity,"126,415.42",0.05,"126,415.42","1,000.00",126.42,Taiwan,Taiwan Stock Exchange,USD,31.48,AQLT
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD,Health Care,Equity,"123,667.70",0.05,"123,667.70","6,901.00",17.92,India,National Stock Exchange Of India,USD,93.11,AQLT
FBK,FINECOBANK BANCA FINECO,Financials,Equity,"123,158.00",0.05,"123,158.00","4,747.00",25.94,Italy,Borsa Italiana,USD,0.85,AQLT
