Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date,ETF
ORA,ORANGE SA,Communication,Equity,"271,420,414.02",0.15,"271,420,414.02","12,997,418.00",20.88,France,Nyse Euronext - Euronext Paris,USD,0.85,01-Jan-98,IEFA
6954,FANUC CORP,Industrials,Equity,"270,947,067.94",0.15,"270,947,067.94","6,614,100.00",40.97,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
III,3I GROUP PLC,Financials,Equity,"270,421,447.78",0.15,"270,421,447.78","7,049,938.00",38.36,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
EBS,ERSTE GROUP BANK AG,Financials,Equity,"269,864,809.92",0.15,"269,864,809.92","2,183,359.00",123.6,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,"265,272,644.81",0.15,"265,272,644.81","4,761,500.00",55.71,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
G,ASSICURAZIONI GENERALI,Financials,Equity,"264,507,412.45",0.15,"264,507,412.45","6,000,041.00",44.08,Italy,Borsa Italiana,USD,0.85,--,IEFA
LUMI,BANK LEUMI LE ISRAEL,Financials,Equity,"262,672,050.91",0.14,"262,672,050.91","10,326,539.00",25.44,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
6367,DAIKIN INDUSTRIES LTD,Industrials,Equity,"261,228,410.34",0.14,"261,228,410.34","1,864,600.00",140.1,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FER,FERROVIAL,Industrials,Equity,"260,771,576.27",0.14,"260,771,576.27","3,659,199.00",71.26,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
8591,ORIX CORP,Financials,Equity,"260,367,457.24",0.14,"260,367,457.24","8,200,800.00",31.75,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GALD,GALDERMA GROUP N AG,Health Care,Equity,"259,874,910.56",0.14,"259,874,910.56","1,305,157.00",199.11,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Equity,"259,706,855.40",0.14,"259,706,855.40","8,110,770.00",32.02,Israel,NYSE,USD,1,--,IEFA
285A,KIOXIA HOLDINGS CORP,Information Technology,Equity,"258,329,339.51",0.14,"258,329,339.51","1,344,100.00",192.2,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
U11,UNITED OVERSEAS BANK LTD,Financials,Equity,"257,731,423.85",0.14,"257,731,423.85","8,757,700.00",29.43,Singapore,Singapore Exchange,USD,1.27,--,IEFA
6701,NEC CORP,Information Technology,Equity,"253,443,438.85",0.14,"253,443,438.85","9,298,100.00",27.26,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SDZ,SANDOZ GROUP AG,Health Care,Equity,"252,731,491.15",0.14,"252,731,491.15","2,956,761.00",85.48,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
SE,SEA ADS REPRESENTING LTD CLASS A,Consumer Discretionary,Equity,"251,053,797.96",0.14,"251,053,797.96","2,810,094.00",89.34,Singapore,NYSE,USD,1,--,IEFA
EXPN,EXPERIAN PLC,Industrials,Equity,"250,769,230.49",0.14,"250,769,230.49","6,512,346.00",38.51,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
DANSKE,DANSKE BANK,Financials,Equity,"245,151,146.13",0.13,"245,151,146.13","4,693,432.00",52.23,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
SLHN,SWISS LIFE HOLDING AG,Financials,Equity,"244,427,973.55",0.13,"244,427,973.55","201,841.00","1,210.99",Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
GIVN,GIVAUDAN SA,Materials,Equity,"243,214,813.15",0.13,"243,214,813.15","65,375.00","3,720.30",Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
4568,DAIICHI SANKYO LTD,Health Care,Equity,"241,283,190.02",0.13,"241,283,190.02","12,767,500.00",18.9,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NBIS,NEBIUS NV CLASS A,Information Technology,Equity,"241,062,621.88",0.13,"241,062,621.88","1,514,593.00",159.16,Netherlands,NASDAQ,USD,1,--,IEFA
CBK,COMMERZBANK AG,Financials,Equity,"237,903,306.29",0.13,"237,903,306.29","5,540,052.00",42.94,Germany,Xetra,USD,0.85,--,IEFA
ERIC B,ERICSSON B,Information Technology,Equity,"234,366,426.43",0.13,"234,366,426.43","19,788,335.00",11.84,Sweden,Nasdaq Omx Nordic,USD,9.15,01-Jan-98,IEFA
6723,RENESAS ELECTRONICS CORP,Information Technology,Equity,"233,884,602.66",0.13,"233,884,602.66","12,490,500.00",18.72,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Equity,"232,723,935.25",0.13,"232,723,935.25","8,667,449.00",26.85,Australia,Asx - All Markets,USD,1.4,--,IEFA
8630,SOMPO HOLDINGS INC,Financials,Equity,"232,585,883.02",0.13,"232,585,883.02","6,283,500.00",37.02,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,"230,413,652.08",0.13,"230,413,652.08","9,085,200.00",25.36,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
POLI,BANK HAPOALIM BM,Financials,Equity,"229,578,636.25",0.13,"229,578,636.25","8,554,108.00",26.84,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
KBC,KBC GROEP,Financials,Equity,"228,413,578.59",0.13,"228,413,578.59","1,637,464.00",139.49,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
8750,DAIICHI LIFE GROUP INC,Financials,Equity,"228,381,361.30",0.13,"228,381,361.30","24,848,800.00",9.19,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6762,TDK CORP,Information Technology,Equity,"220,333,888.94",0.12,"220,333,888.94","13,759,600.00",16.01,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
7267,HONDA MOTOR LTD,Consumer Discretionary,Equity,"220,262,069.36",0.12,"220,262,069.36","26,074,200.00",8.45,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SWED A,SWEDBANK,Financials,Equity,"218,746,052.97",0.12,"218,746,052.97","6,095,539.00",35.89,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
VWS,VESTAS WIND SYSTEMS,Industrials,Equity,"217,703,898.45",0.12,"217,703,898.45","7,164,817.00",30.39,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,"216,977,716.57",0.12,"216,977,716.57","10,873,668.00",19.95,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
7182,JAPAN POST BANK LTD,Financials,Equity,"216,584,900.31",0.12,"216,584,900.31","12,687,000.00",17.07,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8802,MITSUBISHI ESTATE CO LTD,Real Estate,Equity,"216,376,847.14",0.12,"216,376,847.14","7,544,200.00",28.68,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,"216,011,724.45",0.12,"216,011,724.45","21,967,087.00",9.83,Australia,Asx - All Markets,USD,1.4,--,IEFA
HEI,HEIDELBERG MATERIALS AG,Materials,Equity,"214,393,145.40",0.12,"214,393,145.40","950,073.00",225.66,Germany,Xetra,USD,0.85,--,IEFA
VOD,VODAFONE GROUP PLC,Communication,Equity,"211,461,552.83",0.12,"211,461,552.83","134,109,585.00",1.58,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
SUNB,SUNBELT RENTALS HOLDINGS INC,Industrials,Equity,"211,437,945.31",0.12,"211,437,945.31","2,990,710.00",70.7,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
SIKA,SIKA AG,Materials,Equity,"210,297,990.24",0.12,"210,297,990.24","1,076,300.00",195.39,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
STMPA,STMICROELECTRONICS NV,Information Technology,Equity,"210,108,752.39",0.12,"210,108,752.39","4,788,447.00",43.88,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
ADS,ADIDAS N AG,Consumer Discretionary,Equity,"207,659,741.40",0.11,"207,659,741.40","1,217,873.00",170.51,Germany,Xetra,USD,0.85,--,IEFA
8801,MITSUI FUDOSAN LTD,Real Estate,Equity,"206,964,318.25",0.11,"206,964,318.25","18,741,900.00",11.04,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4503,ASTELLAS PHARMA INC,Health Care,Equity,"206,626,413.43",0.11,"206,626,413.43","12,763,000.00",16.19,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4578,OTSUKA HOLDINGS LTD,Health Care,Equity,"206,322,910.96",0.11,"206,322,910.96","3,065,300.00",67.31,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DNB,DNB BANK,Financials,Equity,"206,328,480.80",0.11,"206,328,480.80","6,306,328.00",32.72,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
ADYEN,ADYEN NV,Financials,Equity,"204,606,261.80",0.11,"204,606,261.80","179,043.00","1,142.78",Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,"204,577,302.93",0.11,"204,577,302.93","5,406,755.00",37.84,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
HO,THALES SA,Industrials,Equity,"203,827,276.55",0.11,"203,827,276.55","657,627.00",309.94,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,"203,217,921.86",0.11,"203,217,921.86","53,359,400.00",3.81,Singapore,Singapore Exchange,USD,1.27,--,IEFA
9432,NTT INC,Communication,Equity,"202,371,878.17",0.11,"202,371,878.17","209,286,800.00",0.97,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
AMS,AMADEUS IT GROUP SA,Consumer Discretionary,Equity,"198,257,502.17",0.11,"198,257,502.17","3,191,012.00",62.13,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,"198,147,649.30",0.11,"198,147,649.30","10,900,325.00",18.18,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
LDO,LEONARDO FINMECCANICA SPA,Industrials,Equity,"196,170,511.08",0.11,"196,170,511.08","2,868,308.00",68.39,Italy,Borsa Italiana,USD,0.85,--,IEFA
EQNR,EQUINOR,Energy,Equity,"195,947,048.94",0.11,"195,947,048.94","5,441,976.00",36.01,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
PGHN,PARTNERS GROUP HOLDING AG,Financials,Equity,"194,616,334.92",0.11,"194,616,334.92","161,221.00","1,207.14",Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
BMW,BMW AG,Consumer Discretionary,Equity,"192,583,859.46",0.11,"192,583,859.46","1,959,303.00",98.29,Germany,Xetra,USD,0.85,--,IEFA
8015,TOYOTA TSUSHO CORP,Industrials,Equity,"192,013,420.27",0.11,"192,013,420.27","4,850,600.00",39.59,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
REP,REPSOL SA,Energy,Equity,"190,507,873.74",0.1,"190,507,873.74","8,031,674.00",23.72,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
VIE,VEOLIA ENVIRON. SA,Utilities,Equity,"189,667,656.78",0.1,"189,667,656.78","4,537,439.00",41.8,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
SAMPO,SAMPO CLASS A,Financials,Equity,"189,561,955.44",0.1,"189,561,955.44","17,171,536.00",11.04,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
MT,ARCELORMITTAL SA,Materials,Equity,"188,445,958.61",0.1,"188,445,958.61","3,026,212.00",62.27,France,Euronext Amsterdam,USD,0.85,--,IEFA
UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,"188,266,171.79",0.1,"188,266,171.79","7,847,590.00",23.99,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
3382,SEVEN & I HOLDINGS LTD,Consumer Staples,Equity,"187,671,833.44",0.1,"187,671,833.44","14,741,200.00",12.73,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2802,AJINOMOTO INC,Consumer Staples,Equity,"186,476,918.96",0.1,"186,476,918.96","6,425,500.00",29.02,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Equity,"186,396,654.76",0.1,"186,396,654.76","1,288,411.00",144.67,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
AV.,AVIVA PLC,Financials,Equity,"185,317,240.23",0.1,"185,317,240.23","21,378,870.00",8.67,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
16,SUN HUNG KAI PROPERTIES LTD,Real Estate,Equity,"183,927,212.83",0.1,"183,927,212.83","10,622,000.00",17.32,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
ESLT,ELBIT SYSTEMS LTD,Industrials,Equity,"183,773,886.25",0.1,"183,773,886.25","207,518.00",885.58,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
6273,SMC (JAPAN) CORP,Industrials,Equity,"183,104,028.47",0.1,"183,104,028.47","406,700.00",450.22,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FMG,FORTESCUE LTD,Materials,Equity,"182,202,520.31",0.1,"182,202,520.31","12,017,087.00",15.16,Australia,Asx - All Markets,USD,1.4,--,IEFA
TSEM,TOWER SEMICONDUCTOR LTD,Information Technology,Equity,"182,107,855.20",0.1,"182,107,855.20","810,966.00",224.56,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
8308,RESONA HOLDINGS INC,Financials,Equity,"181,717,992.27",0.1,"181,717,992.27","14,766,738.00",12.31,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8604,NOMURA HOLDINGS INC,Financials,Equity,"179,639,682.51",0.1,"179,639,682.51","21,265,400.00",8.45,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ML,MICHELIN,Consumer Discretionary,Equity,"176,627,360.18",0.1,"176,627,360.18","4,654,051.00",37.95,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
AER,AERCAP HOLDINGS NV,Industrials,Equity,"176,338,980.50",0.1,"176,338,980.50","1,204,090.00",146.45,Netherlands,NYSE,USD,1,--,IEFA
RYA,RYANAIR HOLDINGS PLC,Industrials,Equity,"174,900,082.58",0.1,"174,900,082.58","5,950,311.00",29.39,Ireland,Irish Stock Exchange - All Market,USD,0.85,--,IEFA
5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,"174,051,705.57",0.1,"174,051,705.57","8,078,900.00",21.54,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
7751,CANON INC,Information Technology,Equity,"172,514,768.97",0.09,"172,514,768.97","6,099,300.00",28.28,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BPE,BPER BANCA,Financials,Equity,"172,419,224.46",0.09,"172,419,224.46","11,860,061.00",14.54,Italy,Borsa Italiana,USD,0.85,--,IEFA
QBE,QBE INSURANCE GROUP LTD,Financials,Equity,"172,263,587.31",0.09,"172,263,587.31","10,623,870.00",16.21,Australia,Asx - All Markets,USD,1.4,--,IEFA
8267,AEON LTD,Consumer Staples,Equity,"170,504,403.59",0.09,"170,504,403.59","15,777,745.00",10.81,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GEBN,GEBERIT AG,Industrials,Equity,"168,286,790.81",0.09,"168,286,790.81","240,980.00",698.34,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
HEIA,HEINEKEN NV,Consumer Staples,Equity,"167,694,376.27",0.09,"167,694,376.27","2,062,217.00",81.32,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
NST,NORTHERN STAR RESOURCES LTD,Materials,Equity,"167,029,327.62",0.09,"167,029,327.62","9,782,552.00",17.07,Australia,Asx - All Markets,USD,1.4,--,IEFA
KNEBV,KONE,Industrials,Equity,"166,880,665.96",0.09,"166,880,665.96","2,452,711.00",68.04,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
DTG,DAIMLER TRUCK HOLDING E AG,Industrials,Equity,"165,886,309.10",0.09,"165,886,309.10","3,255,301.00",50.96,Germany,Xetra,USD,0.85,--,IEFA
AENA,AENA SME SA,Industrials,Equity,"164,639,398.28",0.09,"164,639,398.28","5,285,817.00",31.15,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
A5G,AIB GROUP PLC,Financials,Equity,"164,242,595.21",0.09,"164,242,595.21","14,162,163.00",11.6,Ireland,Irish Stock Exchange - All Market,USD,0.85,--,IEFA
HEXA B,HEXAGON CLASS B,Information Technology,Equity,"164,123,524.44",0.09,"164,123,524.44","14,691,384.00",11.17,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
HBAN,HELVETIA BALOISE HOLDING N AG,Financials,Equity,"162,460,244.00",0.09,"162,460,244.00","568,830.00",285.6,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
HLMA,HALMA PLC,Information Technology,Equity,"162,083,319.97",0.09,"162,083,319.97","2,675,391.00",60.58,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
1,CK HUTCHISON HOLDINGS LTD,Industrials,Equity,"161,466,486.26",0.09,"161,466,486.26","19,695,516.00",8.2,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
5020,ENEOS HOLDINGS INC,Energy,Equity,"161,315,163.47",0.09,"161,315,163.47","19,146,150.00",8.43,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NN,NN GROUP NV,Financials,Equity,"160,947,205.79",0.09,"160,947,205.79","1,863,262.00",86.38,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
PHIA,KONINKLIJKE PHILIPS NV,Health Care,Equity,"159,343,336.47",0.09,"159,343,336.47","5,453,814.00",29.22,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
4901,FUJIFILM HOLDINGS CORP,Information Technology,Equity,"158,972,956.63",0.09,"158,972,956.63","7,935,900.00",20.03,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,Equity,"157,027,019.85",0.09,"157,027,019.85","1,474,314.00",106.51,Germany,Xetra,USD,0.85,02-Jan-90,IEFA
6971,KYOCERA CORP,Information Technology,Equity,"156,957,788.91",0.09,"156,957,788.91","9,047,300.00",17.35,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BXB,BRAMBLES LTD,Industrials,Equity,"156,314,995.06",0.09,"156,314,995.06","9,631,777.00",16.23,Australia,Asx - All Markets,USD,1.4,--,IEFA
SCMN,SWISSCOM AG,Communication,Equity,"155,370,601.64",0.09,"155,370,601.64","183,175.00",848.21,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
ACA,CREDIT AGRICOLE SA,Financials,Equity,"155,019,703.94",0.09,"155,019,703.94","7,478,177.00",20.73,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
COL,COLES GROUP LTD,Consumer Staples,Equity,"154,724,773.87",0.09,"154,724,773.87","9,466,946.00",16.34,Australia,Asx - All Markets,USD,1.4,--,IEFA
KER,KERING SA,Consumer Discretionary,Equity,"154,466,340.83",0.08,"154,466,340.83","528,689.00",292.17,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
FRE,FRESENIUS SE AND CO KGAA,Health Care,Equity,"153,744,947.64",0.08,"153,744,947.64","2,983,275.00",51.54,Germany,Xetra,USD,0.85,--,IEFA
WRT1V,WARTSILA,Industrials,Equity,"153,634,627.61",0.08,"153,634,627.61","3,562,065.00",43.13,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
6902,DENSO CORP,Consumer Discretionary,Equity,"153,407,430.16",0.08,"153,407,430.16","12,409,000.00",12.36,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6920,LASERTEC CORP,Information Technology,Equity,"153,043,031.28",0.08,"153,043,031.28","576,800.00",265.33,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2388,BOC HONG KONG HOLDINGS LTD,Financials,Equity,"152,818,564.56",0.08,"152,818,564.56","26,917,000.00",5.68,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
VNA,VONOVIA SE,Real Estate,Equity,"152,525,159.31",0.08,"152,525,159.31","5,439,612.00",28.04,Germany,Xetra,USD,0.85,--,IEFA
SHB A,SVENSKA HANDELSBANKEN-A SHS,Financials,Equity,"151,344,807.16",0.08,"151,344,807.16","10,445,532.00",14.49,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
9020,EAST JAPAN RAILWAY,Industrials,Equity,"151,050,768.84",0.08,"151,050,768.84","6,817,900.00",22.16,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NXT,NEXT PLC,Consumer Discretionary,Equity,"150,883,148.17",0.08,"150,883,148.17","826,177.00",182.63,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
BMPS,BANCA MONTE DEI PASCHI DI SIENA SP,Financials,Equity,"150,495,095.52",0.08,"150,495,095.52","13,996,825.00",10.75,Italy,Borsa Italiana,USD,0.85,--,IEFA
KPN,KONINKLIJKE KPN NV,Communication,Equity,"150,274,440.85",0.08,"150,274,440.85","27,441,864.00",5.48,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
PUB,PUBLICIS GROUPE SA,Communication,Equity,"149,815,766.25",0.08,"149,815,766.25","1,616,331.00",92.69,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,"149,751,801.00",0.08,"149,751,801.00","1,029,222.00",145.5,United Kingdom,London Stock Exchange,USD,1,--,IEFA
669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,"149,165,705.75",0.08,"149,165,705.75","10,439,000.00",14.29,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
1605,INPEX CORP,Energy,Equity,"149,050,154.02",0.08,"149,050,154.02","6,156,900.00",24.21,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NSIS B,NOVOZYMES B,Materials,Equity,"149,027,272.02",0.08,"149,027,272.02","2,477,998.00",60.14,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
MTX,MTU AERO ENGINES HOLDING AG,Industrials,Equity,"148,819,909.19",0.08,"148,819,909.19","381,830.00",389.75,Germany,Xetra,USD,0.85,--,IEFA
8309,SUMITOMO MITSUI TRUST GROUP INC,Financials,Equity,"148,172,763.87",0.08,"148,172,763.87","4,432,200.00",33.43,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
LGEN,LEGAL AND GENERAL GROUP PLC,Financials,Equity,"147,358,399.98",0.08,"147,358,399.98","40,343,843.00",3.65,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
6178,JAPAN POST HOLDINGS LTD,Financials,Equity,"147,352,911.59",0.08,"147,352,911.59","12,532,300.00",11.76,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SAAB B,SAAB CLASS B,Industrials,Equity,"146,938,530.23",0.08,"146,938,530.23","2,280,314.00",64.44,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
ABN,ABN AMRO BANK NV,Financials,Equity,"146,816,465.46",0.08,"146,816,465.46","4,143,587.00",35.43,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
9022,CENTRAL JAPAN RAILWAY,Industrials,Equity,"146,243,508.77",0.08,"146,243,508.77","5,458,600.00",26.79,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Equity,"145,587,460.20",0.08,"145,587,460.20","1,496,274.00",97.3,Netherlands,NASDAQ,USD,1,--,IEFA
EVN,EVOLUTION MINING LTD,Materials,Equity,"145,541,722.94",0.08,"145,541,722.94","14,704,327.00",9.9,Australia,Asx - All Markets,USD,1.4,--,IEFA
7013,IHI CORP,Industrials,Equity,"144,917,437.40",0.08,"144,917,437.40","7,296,200.00",19.86,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ANTO,ANTOFAGASTA PLC,Materials,Equity,"144,525,096.32",0.08,"144,525,096.32","2,824,727.00",51.16,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
7936,ASICS CORP,Consumer Discretionary,Equity,"143,930,175.44",0.08,"143,930,175.44","4,957,300.00",29.03,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GBP,GBP CASH,Cash and/or Derivatives,Cash,"143,719,438.69",0.08,"143,719,438.69","106,277,778.00",135.23,United Kingdom,--,USD,0.74,--,IEFA
VACN,VAT GROUP AG,Industrials,Equity,"142,497,183.51",0.08,"142,497,183.51","191,579.00",743.8,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
SAB,BANCO DE SABADELL SA,Financials,Equity,"141,065,363.98",0.08,"141,065,363.98","36,182,474.00",3.9,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
HNR1,HANNOVER RUECK,Financials,Equity,"140,167,657.75",0.08,"140,167,657.75","428,940.00",326.78,Germany,Xetra,USD,0.85,--,IEFA
CAP,CAPGEMINI,Information Technology,Equity,"139,836,819.51",0.08,"139,836,819.51","1,090,842.00",128.19,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,"138,150,126.51",0.08,"138,150,126.51","3,943,034.00",35.04,Australia,Asx - All Markets,USD,1.4,--,IEFA
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,Equity,"137,798,028.90",0.08,"137,798,028.90","515,686.00",267.21,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
WKL,WOLTERS KLUWER NV,Industrials,Equity,"136,119,144.99",0.07,"136,119,144.99","1,668,126.00",81.6,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
BIRG,BANK OF IRELAND GROUP PLC,Financials,Equity,"133,779,611.56",0.07,"133,779,611.56","6,740,631.00",19.85,Ireland,Irish Stock Exchange - All Market,USD,0.85,--,IEFA
