Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date,Notional Weight,Market Weight,ETF
NXST,NEXSTAR MEDIA GROUP INC,EQUITY,Communication,Equity,"197,066,342.62","197,066,342.62","959,147.00",205.46,United States,NASDAQ,USD,1.00,--,0.17,0.17,IJH
G,GENPACT LTD,EQUITY,Industrials,Equity,"195,307,468.16","195,307,468.16","5,330,444.00",36.64,United States,NYSE,USD,1.00,--,0.17,0.17,IJH
AVTR,AVANTOR INC,EQUITY,Health Care,Equity,"195,075,416.50","195,075,416.50","22,950,049.00",8.50,United States,NYSE,USD,1.00,--,0.17,0.17,IJH
TXNM,TXNM ENERGY INC,EQUITY,Utilities,Equity,"194,512,486.03","194,512,486.03","3,298,499.00",58.97,United States,NYSE,USD,1.00,--,0.17,0.17,IJH
SWX,SOUTHWEST GAS HOLDINGS INC,EQUITY,Utilities,Equity,"194,311,617.40","194,311,617.40","2,161,660.00",89.89,United States,NYSE,USD,1.00,--,0.17,0.17,IJH
POR,PORTLAND GENERAL ELECTRIC,EQUITY,Utilities,Equity,"193,791,692.80","193,791,692.80","3,784,994.00",51.20,United States,NYSE,USD,1.00,--,0.17,0.17,IJH
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,EQUITY,Consumer Discretionary,Equity,"193,330,601.12","193,330,601.12","2,063,734.00",93.68,United States,NASDAQ,USD,1.00,--,0.17,0.17,IJH
KRG,KITE REALTY GROUP TRUST REIT,EQUITY,Real Estate,Equity,"192,836,570.53","192,836,570.53","7,285,099.00",26.47,United States,NYSE,USD,1.00,--,0.17,0.17,IJH
BKH,BLACK HILLS CORP,EQUITY,Utilities,Equity,"191,992,777.20","191,992,777.20","2,539,587.00",75.60,United States,NYSE,USD,1.00,--,0.16,0.17,IJH
HWC,HANCOCK WHITNEY CORP,EQUITY,Financials,Equity,"191,948,386.35","191,948,386.35","2,767,821.00",69.35,United States,NASDAQ,USD,1.00,--,0.16,0.17,IJH
UFPI,UFP INDUSTRIES INC,EQUITY,Industrials,Equity,"190,558,916.01","190,558,916.01","1,960,281.00",97.21,United States,NASDAQ,USD,1.00,--,0.16,0.16,IJH
VAL,VALARIS LTD,EQUITY,Energy,Equity,"190,143,172.60","190,143,172.60","2,166,380.00",87.77,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
NJR,NEW JERSEY RESOURCES CORP,EQUITY,Utilities,Equity,"188,631,212.22","188,631,212.22","3,393,258.00",55.59,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
SON,SONOCO PRODUCTS,EQUITY,Materials,Equity,"188,513,008.80","188,513,008.80","3,318,891.00",56.80,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
CROX,CROCS INC,EQUITY,Consumer Discretionary,Equity,"187,936,896.08","187,936,896.08","1,690,232.00",111.19,United States,NASDAQ,USD,1.00,--,0.16,0.16,IJH
LNTH,LANTHEUS HOLDINGS INC,EQUITY,Health Care,Equity,"187,355,375.46","187,355,375.46","2,231,218.00",83.97,United States,NASDAQ,USD,1.00,--,0.16,0.16,IJH
CLF,CLEVELAND CLIFFS INC,EQUITY,Materials,Equity,"186,743,813.13","186,743,813.13","19,192,581.00",9.73,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
FCN,FTI CONSULTING INC,EQUITY,Industrials,Equity,"186,163,283.83","186,163,283.83","1,018,343.00",182.81,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
WING,WINGSTOP INC,EQUITY,Consumer Discretionary,Equity,"186,072,350.88","186,072,350.88","934,896.00",199.03,United States,NASDAQ,USD,1.00,--,0.16,0.16,IJH
BIO,BIO RAD LABORATORIES INC CLASS A,EQUITY,Health Care,Equity,"185,564,604.92","185,564,604.92","611,738.00",303.34,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
CHE,CHEMED CORP,EQUITY,Health Care,Equity,"183,853,352.76","183,853,352.76","476,588.00",385.77,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
AN,AUTONATION INC,EQUITY,Consumer Discretionary,Equity,"183,557,080.26","183,557,080.26","876,042.00",209.53,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
SR,SPIRE INC,EQUITY,Utilities,Equity,"182,033,240.10","182,033,240.10","1,988,565.00",91.54,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
CNX,CNX RESOURCES CORP,EQUITY,Energy,Equity,"181,796,590.80","181,796,590.80","4,790,424.00",37.95,United States,NYSE,USD,1.00,--,0.16,0.16,IJH
CELH,CELSIUS HOLDINGS INC,EQUITY,Consumer Staples,Equity,"181,667,657.70","181,667,657.70","5,377,965.00",33.78,United States,NASDAQ,USD,1.00,--,0.16,0.16,IJH
BC,BRUNSWICK CORP,EQUITY,Consumer Discretionary,Equity,"180,388,163.40","180,388,163.40","2,188,380.00",82.43,United States,NYSE,USD,1.00,--,0.15,0.16,IJH
OGS,ONE GAS INC,EQUITY,Utilities,Equity,"179,038,091.64","179,038,091.64","2,018,923.00",88.68,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
RLI,RLI CORP,EQUITY,Financials,Equity,"178,762,689.95","178,762,689.95","3,090,107.00",57.85,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
M,MACYS INC,EQUITY,Consumer Discretionary,Equity,"178,392,771.32","178,392,771.32","8,946,478.00",19.94,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
VNT,VONTIER CORP,EQUITY,Information Technology,Equity,"177,955,867.80","177,955,867.80","4,764,548.00",37.35,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
BSY,BENTLEY SYSTEMS INC CLASS B,EQUITY,Information Technology,Equity,"176,445,056.20","176,445,056.20","5,011,220.00",35.21,United States,NASDAQ,USD,1.00,--,0.15,0.15,IJH
BDC,BELDEN INC,EQUITY,Information Technology,Equity,"174,270,088.96","174,270,088.96","1,322,432.00",131.78,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
SBRA,SABRA HEALTH CARE REIT INC,EQUITY,Real Estate,Equity,"173,929,298.00","173,929,298.00","8,484,356.00",20.50,United States,NASDAQ,USD,1.00,--,0.15,0.15,IJH
VICR,VICOR CORP,EQUITY,Industrials,Equity,"171,852,182.73","171,852,182.73","764,433.00",224.81,United States,NASDAQ,USD,1.00,--,0.15,0.15,IJH
BYD,BOYD GAMING CORP,EQUITY,Consumer Discretionary,Equity,"171,406,882.36","171,406,882.36","1,945,153.00",88.12,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
SARO,STANDARDAERO,EQUITY,Industrials,Equity,"171,087,773.71","171,087,773.71","6,381,491.00",26.81,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
KNF,KNIFE RIVER CORP,EQUITY,Materials,Equity,"170,947,728.52","170,947,728.52","1,906,622.00",89.66,United States,NYSE,USD,1.00,--,0.15,0.15,IJH
ALGM,ALLEGRO MICROSYSTEMS INC,EQUITY,Information Technology,Equity,"169,807,732.80","169,807,732.80","4,177,312.00",40.65,United States,NASDAQ,USD,1.00,--,0.15,0.15,IJH
OZK,BANK OZK,EQUITY,Financials,Equity,"168,771,872.64","168,771,872.64","3,427,536.00",49.24,United States,NASDAQ,USD,1.00,--,0.14,0.15,IJH
NEU,NEWMARKET CORP,EQUITY,Materials,Equity,"168,687,907.10","168,687,907.10","262,390.00",642.89,United States,NYSE,USD,1.00,--,0.14,0.15,IJH
EXLS,EXLSERVICE HOLDINGS INC,EQUITY,Industrials,Equity,"168,153,184.80","168,153,184.80","5,287,836.00",31.80,United States,NASDAQ,USD,1.00,--,0.14,0.14,IJH
ALK,ALASKA AIR GROUP INC,EQUITY,Industrials,Equity,"167,957,117.44","167,957,117.44","3,857,536.00",43.54,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
MUR,MURPHY OIL CORP,EQUITY,Energy,Equity,"167,494,516.70","167,494,516.70","4,514,677.00",37.10,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
GNTX,GENTEX CORP,EQUITY,Consumer Discretionary,Equity,"167,451,750.89","167,451,750.89","7,366,993.00",22.73,United States,NASDAQ,USD,1.00,--,0.14,0.14,IJH
TNL,TRAVEL LEISURE,EQUITY,Consumer Discretionary,Equity,"167,414,638.30","167,414,638.30","2,164,378.00",77.35,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
HOMB,HOME BANCSHARES INC,EQUITY,Financials,Equity,"167,309,262.36","167,309,262.36","6,155,602.00",27.18,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
FBIN,FORTUNE BRANDS INNOVATIONS INC,EQUITY,Industrials,Equity,"167,279,891.40","167,279,891.40","4,042,530.00",41.38,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
SIGI,SELECTIVE INSURANCE GROUP INC,EQUITY,Financials,Equity,"165,476,145.00","165,476,145.00","2,021,700.00",81.85,United States,NASDAQ,USD,1.00,--,0.14,0.14,IJH
LOPE,GRAND CANYON EDUCATION INC,EQUITY,Consumer Discretionary,Equity,"162,433,165.44","162,433,165.44","929,677.00",174.72,United States,NASDAQ,USD,1.00,--,0.14,0.14,IJH
MTN,VAIL RESORTS INC,EQUITY,Consumer Discretionary,Equity,"160,166,521.35","160,166,521.35","1,203,807.00",133.05,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
VNO,VORNADO REALTY TRUST REIT,EQUITY,Real Estate,Equity,"159,409,489.26","159,409,489.26","5,389,097.00",29.58,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
NOVT,NOVANTA INC,EQUITY,Information Technology,Equity,"159,235,092.44","159,235,092.44","1,203,773.00",132.28,United States,NASDAQ,USD,1.00,--,0.14,0.14,IJH
BCO,BRINKS,EQUITY,Industrials,Equity,"159,238,889.76","159,238,889.76","1,397,936.00",113.91,United States,NYSE,USD,1.00,--,0.14,0.14,IJH
TCBI,TEXAS CAPITAL BANCSHARES INC,EQUITY,Financials,Equity,"157,197,586.50","157,197,586.50","1,486,502.00",105.75,United States,NASDAQ,USD,1.00,--,0.13,0.14,IJH
LPX,LOUISIANA PACIFIC CORP,EQUITY,Materials,Equity,"157,159,206.60","157,159,206.60","2,132,418.00",73.70,United States,NYSE,USD,1.00,--,0.13,0.14,IJH
TREX,TREX INC,EQUITY,Industrials,Equity,"157,026,676.29","157,026,676.29","3,608,979.00",43.51,United States,NYSE,USD,1.00,--,0.13,0.14,IJH
ASB,ASSOCIATED BANCORP,EQUITY,Financials,Equity,"156,122,650.80","156,122,650.80","5,505,030.00",28.36,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
MAT,MATTEL INC,EQUITY,Consumer Discretionary,Equity,"155,927,557.38","155,927,557.38","10,457,918.00",14.91,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
KBR,KBR INC,EQUITY,Industrials,Equity,"155,795,001.94","155,795,001.94","4,273,039.00",36.46,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
SLM,SLM CORP,EQUITY,Financials,Equity,"154,806,009.49","154,806,009.49","6,698,659.00",23.11,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
OPCH,OPTION CARE HEALTH INC,EQUITY,Health Care,Equity,"153,660,886.47","153,660,886.47","5,341,011.00",28.77,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
NVST,ENVISTA HOLDINGS CORP,EQUITY,Health Care,Equity,"153,568,492.65","153,568,492.65","5,514,129.00",27.85,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
BRKR,BRUKER CORP,EQUITY,Health Care,Equity,"153,394,159.80","153,394,159.80","3,732,218.00",41.10,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
PATH,UIPATH INC CLASS A,EQUITY,Information Technology,Equity,"152,156,241.60","152,156,241.60","14,408,735.00",10.56,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
PVH,PVH CORP,EQUITY,Consumer Discretionary,Equity,"151,629,552.32","151,629,552.32","1,541,264.00",98.38,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
PCTY,PAYLOCITY HOLDING CORP,EQUITY,Industrials,Equity,"151,447,372.38","151,447,372.38","1,468,367.00",103.14,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
WMG,WARNER MUSIC GROUP CORP CLASS A,EQUITY,Communication,Equity,"150,876,831.60","150,876,831.60","4,945,160.00",30.51,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
ANF,ABERCROMBIE AND FITCH CLASS A,EQUITY,Consumer Discretionary,Equity,"150,113,157.12","150,113,157.12","1,543,104.00",97.28,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
MSM,MSC INDUSTRIAL INC CLASS A,EQUITY,Industrials,Equity,"149,558,248.62","149,558,248.62","1,539,774.00",97.13,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
NWE,NORTHWESTERN ENERGY GROUP INC,EQUITY,Utilities,Equity,"149,538,513.84","149,538,513.84","2,067,448.00",72.33,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,EQUITY,Financials,Equity,"149,254,098.87","149,254,098.87","10,077,927.00",14.81,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
VVV,VALVOLINE INC,EQUITY,Consumer Discretionary,Equity,"148,395,854.80","148,395,854.80","4,283,945.00",34.64,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
OLED,UNIVERSAL DISPLAY CORP,EQUITY,Information Technology,Equity,"148,193,980.62","148,193,980.62","1,487,742.00",99.61,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
POST,POST HOLDINGS INC,EQUITY,Consumer Staples,Equity,"147,772,484.20","147,772,484.20","1,420,070.00",104.06,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
HLNE,HAMILTON LANE INC CLASS A,EQUITY,Financials,Equity,"146,881,955.79","146,881,955.79","1,374,913.00",106.83,United States,NASDAQ,USD,1.00,--,0.13,0.13,IJH
EPR,EPR PROPERTIES REIT,EQUITY,Real Estate,Equity,"145,932,488.32","145,932,488.32","2,562,017.00",56.96,United States,NYSE,USD,1.00,--,0.13,0.13,IJH
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,EQUITY,Financials,Equity,"145,406,739.78","145,406,739.78","3,837,602.00",37.89,United States,NYSE,USD,1.00,--,0.12,0.13,IJH
THO,THOR INDUSTRIES INC,EQUITY,Consumer Discretionary,Equity,"144,207,821.19","144,207,821.19","1,777,929.00",81.11,United States,NYSE,USD,1.00,--,0.12,0.12,IJH
MORN,MORNINGSTAR INC,EQUITY,Financials,Equity,"144,031,959.30","144,031,959.30","772,455.00",186.46,United States,NASDAQ,USD,1.00,--,0.12,0.12,IJH
BBWI,BATH AND BODY WORKS INC,EQUITY,Consumer Discretionary,Equity,"143,969,608.20","143,969,608.20","6,888,498.00",20.90,United States,NYSE,USD,1.00,--,0.12,0.12,IJH
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,EQUITY,Industrials,Equity,"143,798,635.50","143,798,635.50","1,518,465.00",94.70,United States,NASDAQ,USD,1.00,--,0.12,0.12,IJH
FFIN,FIRST FINANCIAL BANKSHARES INC,EQUITY,Financials,Equity,"143,130,284.16","143,130,284.16","4,385,119.00",32.64,United States,NASDAQ,USD,1.00,--,0.12,0.12,IJH
DBX,DROPBOX INC CLASS A,EQUITY,Information Technology,Equity,"142,969,229.76","142,969,229.76","5,869,016.00",24.36,United States,NASDAQ,USD,1.00,--,0.12,0.12,IJH
CVLT,COMMVAULT SYSTEMS INC,EQUITY,Information Technology,Equity,"141,904,284.90","141,904,284.90","1,479,711.00",95.90,United States,NASDAQ,USD,1.00,--,0.12,0.12,IJH
FHI,FEDERATED HERMES INC CLASS B,EQUITY,Financials,Equity,"141,858,533.25","141,858,533.25","2,486,565.00",57.05,United States,NYSE,USD,1.00,--,0.12,0.12,IJH
DUOL,DUOLINGO INC CLASS A,EQUITY,Consumer Discretionary,Equity,"141,148,083.96","141,148,083.96","1,346,319.00",104.84,United States,NASDAQ,USD,1.00,--,0.12,0.12,IJH
CUZ,COUSINS PROPERTIES REIT INC,EQUITY,Real Estate,Equity,"140,345,566.14","140,345,566.14","5,652,258.00",24.83,United States,NYSE,USD,1.00,--,0.12,0.12,IJH
CNO,CNO FINANCIAL GROUP INC,EQUITY,Financials,Equity,"139,716,369.52","139,716,369.52","3,179,708.00",43.94,United States,NYSE,USD,1.00,--,0.12,0.12,IJH
ELF,ELF BEAUTY INC,EQUITY,Consumer Staples,Equity,"135,954,576.78","135,954,576.78","1,987,059.00",68.42,United States,NYSE,USD,1.00,--,0.12,0.12,IJH
HRB,H&R BLOCK INC,EQUITY,Consumer Discretionary,Equity,"135,254,058.24","135,254,058.24","4,265,344.00",31.71,United States,NYSE,USD,1.00,--,0.12,0.12,IJH
PEGA,PEGASYSTEMS INC,EQUITY,Information Technology,Equity,"134,534,547.00","134,534,547.00","3,071,565.00",43.80,United States,NASDAQ,USD,1.00,--,0.12,0.12,IJH
DLB,DOLBY LABORATORIES INC CLASS A,EQUITY,Information Technology,Equity,"132,697,343.19","132,697,343.19","2,048,747.00",64.77,United States,NYSE,USD,1.00,--,0.11,0.11,IJH
CBT,CABOT CORP,EQUITY,Materials,Equity,"132,678,998.55","132,678,998.55","1,757,105.00",75.51,United States,NYSE,USD,1.00,--,0.11,0.11,IJH
GHC,GRAHAM HOLDINGS COMPANY CLASS B,EQUITY,Consumer Discretionary,Equity,"131,715,649.43","131,715,649.43","114,409.00","1,151.27",United States,NYSE,USD,1.00,--,0.11,0.11,IJH
IBOC,INTERNATIONAL BANCSHARES CORP,EQUITY,Financials,Equity,"131,310,850.88","131,310,850.88","1,819,718.00",72.16,United States,NASDAQ,USD,1.00,--,0.11,0.11,IJH
APPF,APPFOLIO INC CLASS A,EQUITY,Information Technology,Equity,"129,928,992.21","129,928,992.21","818,863.00",158.67,United States,NASDAQ,USD,1.00,--,0.11,0.11,IJH
IRT,INDEPENDENCE REALTY INC,EQUITY,Real Estate,Equity,"129,186,664.86","129,186,664.86","7,969,566.00",16.21,United States,NYSE,USD,1.00,--,0.11,0.11,IJH
WLK,WESTLAKE CORP,EQUITY,Materials,Equity,"127,788,278.28","127,788,278.28","1,122,131.00",113.88,United States,NYSE,USD,1.00,--,0.11,0.11,IJH
SHC,SOTERA HEALTH COMPANY,EQUITY,Health Care,Equity,"127,611,854.48","127,611,854.48","7,838,566.00",16.28,United States,NASDAQ,USD,1.00,--,0.11,0.11,IJH
MMS,MAXIMUS INC,EQUITY,Industrials,Equity,"125,988,788.64","125,988,788.64","1,835,501.00",68.64,United States,NYSE,USD,1.00,--,0.11,0.11,IJH
CDP,COPT DEFENSE PROPERTIES,EQUITY,Real Estate,Equity,"123,274,991.52","123,274,991.52","3,801,264.00",32.43,United States,NYSE,USD,1.00,--,0.11,0.11,IJH
SLGN,SILGAN HOLDINGS INC,EQUITY,Materials,Equity,"123,148,985.70","123,148,985.70","2,951,090.00",41.73,United States,NYSE,USD,1.00,--,0.11,0.11,IJH
WHR,WHIRLPOOL CORP,EQUITY,Consumer Discretionary,Equity,"122,134,287.50","122,134,287.50","2,133,350.00",57.25,United States,NYSE,USD,1.00,--,0.10,0.11,IJH
LIVN,LIVANOVA PLC,EQUITY,Health Care,Equity,"120,919,820.48","120,919,820.48","1,837,408.00",65.81,United States,NASDAQ,USD,1.00,--,0.10,0.10,IJH
BHF,BRIGHTHOUSE FINANCIAL INC,EQUITY,Financials,Equity,"118,992,589.84","118,992,589.84","1,924,201.00",61.84,United States,NASDAQ,USD,1.00,--,0.10,0.10,IJH
AVNT,AVIENT CORP,EQUITY,Materials,Equity,"118,616,228.50","118,616,228.50","3,080,941.00",38.50,United States,NYSE,USD,1.00,--,0.10,0.10,IJH
KRC,KILROY REALTY REIT CORP,EQUITY,Real Estate,Equity,"117,905,107.90","117,905,107.90","3,668,485.00",32.14,United States,NYSE,USD,1.00,--,0.10,0.10,IJH
BILL,BILL HOLDINGS INC,EQUITY,Information Technology,Equity,"117,442,197.21","117,442,197.21","2,963,467.00",39.63,United States,NYSE,USD,1.00,--,0.10,0.10,IJH
KBH,KB HOME,EQUITY,Consumer Discretionary,Equity,"117,380,546.58","117,380,546.58","2,125,689.00",55.22,United States,NYSE,USD,1.00,--,0.10,0.10,IJH
EXPO,EXPONENT INC,EQUITY,Industrials,Equity,"114,398,157.45","114,398,157.45","1,678,623.00",68.15,United States,NASDAQ,USD,1.00,--,0.10,0.10,IJH
KD,KYNDRYL HOLDINGS INC,EQUITY,Information Technology,Equity,"112,594,292.88","112,594,292.88","7,690,867.00",14.64,United States,NYSE,USD,1.00,--,0.10,0.10,IJH
FOUR,SHIFT4 PAYMENTS INC CLASS A,EQUITY,Financials,Equity,"112,226,427.00","112,226,427.00","2,275,475.00",49.32,United States,NYSE,USD,1.00,--,0.10,0.10,IJH
DOCS,DOXIMITY INC CLASS A,EQUITY,Health Care,Equity,"109,817,048.16","109,817,048.16","4,502,544.00",24.39,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
PII,POLARIS INC,EQUITY,Consumer Discretionary,Equity,"109,106,887.60","109,106,887.60","1,798,070.00",60.68,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
YETI,YETI HOLDINGS INC,EQUITY,Consumer Discretionary,Equity,"108,314,272.08","108,314,272.08","2,618,184.00",41.37,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
SYNA,SYNAPTICS INC,EQUITY,Information Technology,Equity,"108,242,130.80","108,242,130.80","1,303,180.00",83.06,United States,NASDAQ,USD,1.00,--,0.09,0.09,IJH
IPGP,IPG PHOTONICS CORP,EQUITY,Information Technology,Equity,"107,065,094.04","107,065,094.04","850,533.00",125.88,United States,NASDAQ,USD,1.00,--,0.09,0.09,IJH
PBF,PBF ENERGY INC CLASS A,EQUITY,Energy,Equity,"105,450,887.75","105,450,887.75","2,793,401.00",37.75,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
NSA,NATIONAL STORAGE AFFILIATES TRUST,EQUITY,Real Estate,Equity,"104,458,861.98","104,458,861.98","2,381,643.00",43.86,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
OLN,OLIN CORP,EQUITY,Materials,Equity,"102,749,525.76","102,749,525.76","3,822,527.00",26.88,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,EQUITY,Consumer Discretionary,Equity,"101,041,207.40","101,041,207.40","620,570.00",162.82,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
SMG,SCOTTS MIRACLE GRO,EQUITY,Materials,Equity,"100,010,421.90","100,010,421.90","1,503,690.00",66.51,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
HGV,HILTON GRAND VACATIONS INC,EQUITY,Consumer Discretionary,Equity,"99,256,239.96","99,256,239.96","2,014,946.00",49.26,United States,NYSE,USD,1.00,--,0.09,0.09,IJH
EEFT,EURONET WORLDWIDE INC,EQUITY,Financials,Equity,"99,163,879.96","99,163,879.96","1,318,318.00",75.22,United States,NASDAQ,USD,1.00,--,0.09,0.09,IJH
QLYS,QUALYS INC,EQUITY,Information Technology,Equity,"98,937,100.00","98,937,100.00","1,206,550.00",82.00,United States,NASDAQ,USD,1.00,--,0.08,0.09,IJH
GPK,GRAPHIC PACKAGING HOLDING,EQUITY,Materials,Equity,"98,709,329.04","98,709,329.04","9,930,516.00",9.94,United States,NYSE,USD,1.00,--,0.08,0.08,IJH
PSN,PARSONS CORP,EQUITY,Industrials,Equity,"97,784,400.96","97,784,400.96","1,780,488.00",54.92,United States,NYSE,USD,1.00,--,0.08,0.08,IJH
HAE,HAEMONETICS CORP,EQUITY,Health Care,Equity,"95,646,146.04","95,646,146.04","1,563,612.00",61.17,United States,NYSE,USD,1.00,--,0.08,0.08,IJH
HOG,HARLEY DAVIDSON INC,EQUITY,Consumer Discretionary,Equity,"95,150,452.05","95,150,452.05","3,972,879.00",23.95,United States,NYSE,USD,1.00,--,0.08,0.08,IJH
VC,VISTEON CORP,EQUITY,Consumer Discretionary,Equity,"93,135,614.40","93,135,614.40","918,135.00",101.44,United States,NASDAQ,USD,1.00,--,0.08,0.08,IJH
MZTI,MARZETTI,EQUITY,Consumer Staples,Equity,"90,997,757.50","90,997,757.50","682,910.00",133.25,United States,NASDAQ,USD,1.00,--,0.08,0.08,IJH
ASH,ASHLAND INC,EQUITY,Materials,Equity,"89,267,597.21","89,267,597.21","1,539,893.00",57.97,United States,NYSE,USD,1.00,--,0.08,0.08,IJH
XRAY,DENTSPLY SIRONA INC,EQUITY,Health Care,Equity,"85,880,053.75","85,880,053.75","6,714,625.00",12.79,United States,NASDAQ,USD,1.00,--,0.07,0.07,IJH
CPRI,CAPRI HOLDINGS LTD,EQUITY,Consumer Discretionary,Equity,"85,322,457.92","85,322,457.92","4,009,514.00",21.28,United States,NYSE,USD,1.00,--,0.07,0.07,IJH
CHH,CHOICE HOTELS INTERNATIONAL INC,EQUITY,Consumer Discretionary,Equity,"84,903,099.68","84,903,099.68","695,471.00",122.08,United States,NYSE,USD,1.00,--,0.07,0.07,IJH
PK,PARK HOTELS RESORTS INC,EQUITY,Real Estate,Equity,"77,889,407.58","77,889,407.58","6,726,201.00",11.58,United States,NYSE,USD,1.00,--,0.07,0.07,IJH
CXT,CRANE NXT,EQUITY,Information Technology,Equity,"77,063,941.26","77,063,941.26","1,661,577.00",46.38,United States,NYSE,USD,1.00,--,0.07,0.07,IJH
RH,RH,EQUITY,Consumer Discretionary,Equity,"74,094,636.30","74,094,636.30","519,270.00",142.69,United States,NYSE,USD,1.00,--,0.06,0.06,IJH
GT,GOODYEAR TIRE & RUBBER,EQUITY,Consumer Discretionary,Equity,"69,541,328.86","69,541,328.86","9,631,763.00",7.22,United States,NASDAQ,USD,1.00,--,0.06,0.06,IJH
EQH,EQUITABLE HOLDINGS INC,SWAP,Financials,Equity,0.00,"66,688,750.20","1,601,555.00",41.64,United States,NYSE,USD,1.00,--,0.06,--,IJH
BRBR,BELLRING BRANDS INC,EQUITY,Consumer Staples,Equity,"65,027,657.44","65,027,657.44","3,945,853.00",16.48,United States,NYSE,USD,1.00,--,0.06,0.06,IJH
SAM,BOSTON BEER INC CLASS A,EQUITY,Consumer Staples,Equity,"64,673,370.30","64,673,370.30","258,797.00",249.90,United States,NYSE,USD,1.00,--,0.06,0.06,IJH
FLO,FLOWERS FOODS INC,EQUITY,Consumer Staples,Equity,"62,246,440.08","62,246,440.08","7,105,758.00",8.76,United States,NYSE,USD,1.00,--,0.05,0.05,IJH
GEF,GREIF INC CLASS A,EQUITY,Materials,Equity,"57,847,190.98","57,847,190.98","832,813.00",69.46,United States,NYSE,USD,1.00,--,0.05,0.05,IJH
COLM,COLUMBIA SPORTSWEAR,EQUITY,Consumer Discretionary,Equity,"54,841,566.94","54,841,566.94","856,498.00",64.03,United States,NASDAQ,USD,1.00,--,0.05,0.05,IJH
PPC,PILGRIMS PRIDE CORP,EQUITY,Consumer Staples,Equity,"47,736,277.20","47,736,277.20","1,445,240.00",33.03,United States,NASDAQ,USD,1.00,--,0.04,0.04,IJH
BLKB,BLACKBAUD INC,EQUITY,Information Technology,Equity,"47,069,593.36","47,069,593.36","1,204,442.00",39.08,United States,NASDAQ,USD,1.00,--,0.04,0.04,IJH
CNXC,CONCENTRIX CORP,EQUITY,Industrials,Equity,"44,674,588.20","44,674,588.20","1,471,495.00",30.36,United States,NASDAQ,USD,1.00,--,0.04,0.04,IJH
COTY,COTY INC CLASS A,EQUITY,Consumer Staples,Equity,"29,568,738.57","29,568,738.57","12,476,261.00",2.37,United States,NYSE,USD,1.00,--,0.03,0.03,IJH
